bigwig_file,tissue
11627E90-41E6-4974-B27D-F3E2B7C83C9A,LUNG
3F458A99-ED35-41E2-A90C-D78483268A68,UTERUS
9ABE2925-DC30-49FC-9A27-1191E2A3388F,OVARY
4923A645-5B8F-4DA0-A199-52C5A0C6FA02,KIDNEY
CD05D5AC-047C-4ECE-B320-F2DDC6FE327F,KIDNEY
9CC5EB30-A8C2-4FDF-8074-467AA98ED1CA,BRAIN
72EF685A-00BB-42C5-BB4F-4CB52B798DB2,BREAST
46C4652A-AC2B-41DB-A17D-02625822027F,BREAST
1324C50E-3D79-48BB-BCDE-28A0E5B73F68,BREAST
00DD9349-A18D-4A08-8F90-639F64DC5AE6,BREAST
DBB7547C-AB04-43E4-8164-84FE3859E576,KIDNEY
17CA0DC6-8FF2-4D03-ADF7-B12AC8C5DA44,BREAST
B35F913E-A1E9-48C7-9888-021F5D582DE2,THYROID
3BEA0B92-3F90-4DBF-9679-AADEAD7D47C8,ESOPHAGUS
2E401C42-010F-4AFC-A362-B69426418626,BRAIN
2B552C5C-D2B9-4F17-B9F8-E54C24D0AEC4,LUNG
05CC46BF-2647-4AB2-A761-F0C068FFEB02,PROSTATE
C8C7D667-9706-4855-8FBE-897FB32C98C6,KIDNEY
B12A4446-2310-4139-897F-CA030478CBD5,BONE MARROW
77768F78-CBFD-4BEA-8619-B2E07B19DC7D,KIDNEY
4F3CDA0A-AE20-4002-AC4B-55A4053B9F16,LUNG
EB9725DE-A1E2-41B1-BD95-F1BDB029B5D0,KIDNEY
8EEF316B-2ED7-48C7-A25E-B0A67585CD26,THYROID
A5573FDD-1C48-44AF-A8CB-626E77851DF4,SKIN
9D4C6EFE-B12E-400E-8426-4BEBB3D1099E,PROSTATE
DCEFC413-9710-4863-A5B1-8EFBA98CF126,SKIN
8FE1BEA7-0BFE-4868-A093-AB5540A0475D,LUNG
4DED1201-F25C-4F82-BABF-965EFAD7A8E5,ADRENAL GLAND
59860A22-DCEA-4871-8799-6F91A5D9C88C,BREAST
B6466D8A-6CD3-4C90-B1FC-72EBDD93AE47,LUNG
CB207A52-09AC-49D3-8240-5840CDFBB154,BONE MARROW
CADA5627-F24B-468B-93AA-56DF6FE664E6,KIDNEY
60EF3DC3-5C0B-4BF8-BFCE-1692C0B3A669,LUNG
CEBE9594-0F19-46B4-AF7D-F8DF33E00AFB,BONE MARROW
745F18CA-080D-42FE-BAA6-89AD7E3D3408,OVARY
6484A437-9507-4345-A052-73F098F44AB5,PROSTATE
98B4D954-E9E6-45B3-BE58-F8F92DFB3FD5,PANCREAS
D50812F2-B79A-4C4E-8E67-2D0B4F268BAC,KIDNEY
0A3E0A3D-D396-4340-8D98-4B79DBFC312C,UTERUS
FDFEA1AB-25BC-401E-ACE4-98EDCDD38BDD,SKIN
3B5EEDCA-7AC7-40EE-81FF-178716272534,LUNG
112132FF-AA09-4F39-9804-4A4939FDA22B,LUNG
7AA24995-3DD2-4682-B36A-4EBFEEACF625,ESOPHAGUS
6BA7E1B2-53A4-4442-A7BD-9696EBA5157F,LUNG
2A83ED2A-FDA2-4DD1-B3D0-46B826322849,LIVER
B18217F7-303C-4104-848E-A354DADE72BF,TESTIS
1B1ABFE9-C01E-489E-856A-CD3DD3D100C0,LIVER
E4EFC6A1-F139-42AD-ACE3-79CB66804595,UTERUS
F68D3767-7E2C-4FA8-A408-3C2245D6A1F3,KIDNEY
BD43EA06-3679-48EC-AF85-5F472467D249,KIDNEY
67B12E9E-F467-4AED-905D-D79308C534DC,KIDNEY
577E5B95-C657-43E4-955A-4E5152901661,LIVER
55A8C345-251F-42DD-ABC0-8A2F46DB5FB3,LUNG
6F3CC672-D99D-4A02-A812-9E0306EAE984,KIDNEY
EC75262B-891E-4A82-BA72-17AC3E90C6B4,STOMACH
726497B7-C557-4D5C-A926-6DDA6136C899,UTERUS
42F39521-E1B9-47BB-B160-DA35133A9C87,OVARY
879DC385-8E19-410C-8C04-0B7015FB7289,TESTIS
C445F3C3-0E15-4C92-B258-B35433957A8E,STOMACH
7F0C96AF-0B02-48E6-8495-96CDA8816092,KIDNEY
49DA6BED-71FE-4571-8119-93C949A10359,THYROID
9547CBCF-4778-415F-8B3D-3DF881DAB82C,LIVER
D5940362-40B3-42FA-8D71-FB9FDCDACE1E,PANCREAS
17899F0B-76DD-48EF-893E-C7E95118B243,BREAST
F4CFA6BD-7516-4A58-BDA7-2CAC24ACAEF7,UTERUS
E924E4B6-F88B-4F6B-B381-24D125C05D4F,LUNG
AD3C7545-0986-4121-BD6B-491D7F519962,PROSTATE
6DB55201-3973-4650-842E-842D5869C567,SKIN
F53A9C63-1AF7-4CBC-B8B7-4AA7AAED3364,BREAST
059BA3BD-3DA8-4218-A00F-2C332882BBE9,OVARY
E5157C9F-B1C0-40CD-AA6E-13E82EDB987A,STOMACH
88B1D40A-63E9-4357-9567-1BE8E54C4757,LUNG
68F2DB3F-EDF1-425F-A210-D0FE8A69F381,LUNG
54F31962-F589-4C36-B597-3965989EA02E,STOMACH
479CD9BB-ECD7-41D5-B1E4-41132FF7FC95,ADRENAL GLAND
EAF042F2-9D4B-4503-B7A3-F2FC2CFA5B76,KIDNEY
0E4250AE-3193-48EE-9494-97D53FFCF701,LUNG
5B2072EE-B856-45C4-9C14-449654A40600,BREAST
BB999B1B-0681-4055-AC1D-8B14C6B78D65,KIDNEY
99E49022-CD39-493A-84FB-DD60F1A4F9CE,KIDNEY
F1A00DF5-5135-4984-B854-BAB6A675974B,STOMACH
7AF6E8FF-2E16-4D5B-A475-8C2492BE0325,OVARY
A6158098-8F9B-4110-9226-A00EF48D42E3,OVARY
46C04E67-F4D4-41B9-8724-EF7328BE226C,BRAIN
C3627A35-8BB9-4492-9F2B-CE8B75853BF3,LIVER
778BE1C7-AA04-4380-AB3B-37B52418E8F4,SKIN
DF6CFB0A-9D85-4E46-97C5-E5F7ADFBCD36,THYROID
0393537D-9E6D-4740-A109-B201C6B0F2FA,PANCREAS
8606CA64-EA89-48DA-B8F3-9F244737CB0E,UTERUS
0E1705B5-F5D0-421B-9E6B-FAAA4CFEB386,UTERUS
13E11D15-A90F-48C4-980A-DD032C00A2C1,ESOPHAGUS
4378B8BB-C513-4CC2-B06E-8270FED24576,BREAST
86A9A426-4B69-4572-9AFF-103C2724E5EA,UTERUS
C1113977-B160-45EE-B061-750F9EA3F33F,ADRENAL GLAND
61496AD6-7265-4D58-87CC-4FEE9723106E,BRAIN
CEC3C875-A8E8-434F-8DE4-7C0627D1B074,BREAST
A1C23774-EE19-48AD-A27D-5AAAB158A061,OVARY
928E72C6-EC3F-4BC0-9BC4-0D6CB6AE9845,LUNG
8031B550-40A9-4A3A-9F7D-CDC052288BD8,ADRENAL GLAND
BCC71FF5-8729-4E6B-8C2C-471F80A4F91D,BREAST
76277FC9-E447-49A4-9407-81917C90ECBD,OVARY
721CDBE6-FC85-4C30-B23E-28407340286F,BONE MARROW
B8042E2C-B5C3-42BC-9149-E56E952E5A56,BREAST
58F82D4A-29A2-454B-AEF1-100A4D018105,LUNG
1B021364-9D19-4308-9464-9A5EB71A7439,KIDNEY
D35E148D-0537-4186-8B19-17915782AF18,BRAIN
7FD3D79B-63ED-4B1E-9E77-7393DA4540D8,THYROID
B2639653-56F3-4992-9983-34F0142ED5E0,UTERUS
B577DEF7-2F5C-4876-A7C6-F18D5722B8C0,ADRENAL GLAND
64594EA8-FAFB-4CC8-885A-3809A0022C9D,THYROID
CAE8097F-A139-4C6E-9E30-35080475FF34,ADRENAL GLAND
C43E68D2-EECE-4D6B-98F4-A437641EA9F1,LUNG
8BAFDFEC-9F26-4ADB-95CE-004143960EEB,ESOPHAGUS
56610C8D-24FA-407C-BEE3-9A3A5B0F20AF,SKIN
FBD43A48-C880-45FF-BB6A-08F922DE93B5,BREAST
244FC1FD-8C72-4581-8BF4-5AA90335024C,LUNG
C576FF0D-B291-4935-9DA3-628EDCE1F732,LIVER
59D61CB1-50C2-48C8-8DC9-1A9DEEF75D06,PROSTATE
3EFCA52B-F917-41AB-867E-D91E83A55BBE,KIDNEY
74435198-8FAA-4733-96BC-A837644154B7,PROSTATE
2A131C31-6C59-457A-8926-F88AC5C57F54,BREAST
50F1F219-6F28-41CD-AAB4-BEA14DF53C68,SKIN
2B311620-94F3-4B53-B66A-81AC0A32453B,BRAIN
ECD55736-C43A-40CF-868A-EAFB4B523B4C,KIDNEY
91CADC76-57C8-4FB6-92DC-05888F82A4CE,SKIN
620637D8-A6D9-49FE-BB8C-801B43C227E0,KIDNEY
6420FF29-7874-4A7A-A48F-97761188FEA8,KIDNEY
1D8F6313-D8E7-479A-8B78-BF03623C2519,SKIN
4D87237D-F15D-4ED7-9958-F1C19E273CEB,LUNG
E4488C31-B5C1-4CD9-A200-ED941DA3B73F,UTERUS
FB7673F7-FF7F-4C3C-A8C6-9C11C6BB71D5,BRAIN
9F586E21-60A2-4E29-AE8C-81F4985EC6C1,KIDNEY
E30518E1-1A9E-4527-99C8-186E3D6F7C93,PANCREAS
681D8638-84E1-43B9-93A9-3189560D8611,UTERUS
4C2829F9-2672-4C6C-9901-778B3721ACAF,UTERUS
CCF7A682-CA30-4B58-8047-7039D4484698,LUNG
2B2A92C8-005A-4724-9AE0-55450D65A809,UTERUS
CE4B6285-4961-4767-91F0-5C7A8162E185,ESOPHAGUS
F3565161-FFBE-4138-9773-558DB386710C,OVARY
2D5E021E-B4D8-4A91-99C5-1F38240280D6,SKIN
6410821A-1C6A-4F64-939F-196313B8F1E5,BRAIN
865E87D1-9582-4E3D-BBB7-AFC0B146BBA9,PROSTATE
0ECD4011-E7F3-4A87-917E-1F34D1129EDA,KIDNEY
3B8BA56B-0E7B-4754-8729-8D613D0484E1,OVARY
BF92BAB0-5086-4408-80D3-05B9CCFDA176,KIDNEY
680DCC8A-71A0-4935-BB28-01BBBF7A4B06,LIVER
3282F146-2782-4877-9EFE-6020AC277A8C,OVARY
9C7FDFFE-0448-4EB1-8633-6EEA6ADC7BA6,LUNG
62EF9B49-D1C1-4053-B863-721A7B93CA99,PANCREAS
22B2DA38-62FE-493C-B420-55158F5FAB43,STOMACH
301164A4-320D-4A28-AF0D-3DB2CCFD4518,PROSTATE
7827DAD3-2D31-4E44-BF09-91E4772FE9D3,LIVER
93B9C99A-08DD-4F78-9CF5-C59A01605C9D,BRAIN
6E0512BC-03E8-412A-8A99-55D5ADDD66A8,BREAST
C8E7072F-6FBB-4BF8-8917-0C0CBDAF7605,BRAIN
F19C96EE-D936-4385-B543-07FA8447A3DD,BRAIN
E1CEC613-7846-4996-9536-431F5ED4B100,PROSTATE
EF446E5F-0F26-4719-BD24-F30167794BA2,BREAST
C00816BF-BC6B-4FB0-9841-0E954A5EDFF7,KIDNEY
51594BC1-010E-4CCE-A703-17034B351676,STOMACH
4831F38A-EEC7-4F5F-AF41-F9D2FC9FB883,LUNG
4FE5292C-BEE4-4409-B01C-6EB276A6552C,LUNG
3829C6B0-7720-4CAA-93EC-D137FB657BCF,PROSTATE
6667A45D-E053-494E-A8B9-C3DE31A9F51F,LUNG
9E67006D-40E1-495F-833E-A893C6F97692,LUNG
A910C272-76F2-4350-8AB6-BDEA332CEF1A,THYROID
BFA1AB5C-3853-475E-AC26-23DEAFFEEC24,LIVER
F79B27D3-0426-47BB-9756-7E0759246E5E,OVARY
97457ABC-A0F3-4938-9A36-2CCE4CAA8180,KIDNEY
151D2793-713F-46BE-A553-A1011E8002E2,STOMACH
50A7A07E-B452-466D-97BF-978C4F9C47DA,BREAST
896B5096-D888-4DC3-9C70-152BDE083E26,BRAIN
9AF7D55C-D7E6-4741-BFEC-88D950AFD6AE,KIDNEY
A86D241D-FE25-40B7-A61C-B919D30FA545,BREAST
070E540B-34DB-4016-B573-84924407F57F,UTERUS
F34C6373-2BC9-49FC-A920-1889E9356D9E,UTERUS
9810CF0C-99D1-445B-B1F9-C956D2438495,LUNG
90C2DE9B-904B-4206-A31A-B682239FD8A8,UTERUS
2BEA18CB-DCDD-43B7-815F-D4ABF905F603,LIVER
1E221CC6-319B-4B53-8836-80FDFC99FD72,UTERUS
EC0B4E94-0FD0-4DBE-8E1A-14DBB0E63772,UTERUS
AB83DBFF-5737-4FB8-A5AC-1D3CD6072BDF,ESOPHAGUS
DD9F618C-1CE7-4FA9-AA64-13B5FB938AD0,UTERUS
9FDAD50C-CCF3-43A7-A63D-1153C04A821B,LIVER
3257219C-86F3-4C84-B7DA-77130BE7191A,PANCREAS
2426AB48-FBD3-41A0-90AE-84F7FC3AF673,LIVER
4C14D929-C320-43EA-95BF-781C3EDA174C,BREAST
BAB8FA79-208A-488D-B955-806263E5D6BB,OVARY
5ADD17D4-01F5-4E20-9921-05FFD1E7E76E,THYROID
8FE397D0-503B-4A0F-882D-ABAFBE59679E,PROSTATE
B820B85D-58C6-4DC3-8675-A840265F1ECF,OVARY
79C4E166-4A0D-4811-A2C8-CAE0A5AEED42,ADRENAL GLAND
7341B70C-6EE7-4880-A9EC-3D8C2A9B8234,LUNG
89D6FA59-50BA-49C2-9388-4D35F63D05C0,PROSTATE
3FBEF50C-92F4-43D8-A81A-4E52744386D8,LUNG
881B9916-6845-4D0A-936B-1D7E6B32E21D,THYROID
0195B339-0A12-4163-A281-50E1EAE085CF,BREAST
59E0DEB0-C771-4FB9-A823-6FB7B5CBA876,BREAST
3C50609D-819F-4EC0-991E-9549D1BEA12B,PROSTATE
0D24351E-EBD6-4BD1-9A88-24DE07339221,OVARY
572D8E48-AD79-4A97-97E6-5298DB50E8E3,BREAST
9AFAC616-B7EE-4B9A-BC90-BD01ECAFB4DC,LIVER
6A67C831-06E3-46B6-B7D5-70D3D7334A59,TESTIS
DD6E96BC-FF4A-4D29-A4E7-A9CB1C30C229,BREAST
4864018C-B8FD-426F-80E9-14F4ADF29557,BREAST
BB6F5839-E00C-4D59-99F0-2A62B9EB365B,KIDNEY
63E967C4-863F-4253-ADFE-3CDC13B6187A,BRAIN
381221D6-D0E6-47B3-AB59-468AE2A5FC0A,BRAIN
39907C35-7FD6-4782-BBB6-9DC9B7DC2D77,KIDNEY
FAE43DA9-4D31-4879-B2DA-F981B8422FC9,LUNG
5D84F068-72EB-44AA-AD9D-6F8EAA4A8A32,BREAST
9295B925-4FC4-428B-BB7D-9D15E9933BB0,STOMACH
910E9B6D-E7D5-4C83-A19C-1EEA6E135639,LUNG
F8CC192C-D77E-41D8-806B-1519B1D10D04,SKIN
88EEC782-14C4-4E07-99D9-5EE243400725,KIDNEY
A81E5EF5-C201-410D-BE73-63F273DFF6E7,BREAST
946A06A0-1A8B-430B-A8FD-5165A3FEE5DB,UTERUS
47044CB0-1D35-4A16-8FE9-E34BC2576839,KIDNEY
3B6765CA-65D6-4CF3-9C47-BBFE663BE404,PROSTATE
B506CD6F-A033-40DA-A7B1-084FBD81B68D,KIDNEY
54B7F258-FE9A-4EFE-87FB-465D587B1170,BRAIN
A21476BD-0550-4D87-80EA-6E1454E0896D,BRAIN
8A97F930-D5CC-4EB9-8DA8-870FCDA9E50C,PROSTATE
8BD73BB2-5676-42F3-871E-E149EBC1F7A0,PROSTATE
FAE396AA-3C3C-4AF9-953D-385C41B2DB5B,OVARY
E6E3DF78-65B9-4F74-8DA8-E2A6D4EDBEA7,ADRENAL GLAND
9E6BA6FB-35F2-4510-94AE-3E7CDFED3D47,LUNG
66CE14B8-F201-463D-9CA0-4F01BC82CCCF,PANCREAS
3E431A9A-D1D3-469B-9602-713B7BD71548,LIVER
EB53D3B5-8429-43EF-BDF4-4399E46EB5E3,STOMACH
7A0B246A-DAAD-4A9E-97D6-2F087837C0C1,THYROID
129A042A-5E01-496B-BE6A-415224986F88,KIDNEY
25FB7AEA-A2F6-4A73-BB96-816D36CC1D19,KIDNEY
014657BE-3A26-4200-B530-B14CF4BC094A,THYROID
8292DCAE-B9B5-4E23-8846-182A2B9C53E6,UTERUS
8CF5A2C0-93CB-40BB-8B7C-D07DCD830A20,BREAST
3357972B-2FFA-4049-BC86-2B11B599807F,KIDNEY
D4A0284F-F1FE-4DFC-985A-341AD160DD3C,SKIN
1755116D-2A3D-4F1F-B635-43B5053580DE,UTERUS
7E01C3C4-77BA-4208-AD54-67A148D228AB,LUNG
44FB9517-2965-4ED0-8F01-919573276D81,LIVER
B8284A02-7485-4A4B-BE86-6125A735E222,OVARY
ACD73CE8-AFC5-47A0-9383-3CB97F018953,ADRENAL GLAND
C0AB085D-4BFD-428A-A4E7-D300A170755A,PROSTATE
52B323DD-011C-417C-B0F3-311037D7C0F0,UTERUS
D81BBAD4-FE03-4BC9-9633-E3E2A67E2960,PROSTATE
88EFD03C-1AD1-4E15-9C1E-1F60EA806D72,BRAIN
D96BF74E-3B9A-483D-B7B3-69B0B8862DD7,LUNG
EA5B09C5-A45D-44BC-8477-DAF6B0DD79C7,PROSTATE
BD213FB6-2DB9-4955-B061-4CD47604176B,STOMACH
D5E8379B-621C-4551-9B13-E63B1B068488,BRAIN
FA5932B8-8AA3-4C38-9FAB-C35D8772974D,ESOPHAGUS
2416A3DC-A563-4FD1-A139-0E6EF7185211,OVARY
E317AD4C-E877-499A-B108-2F39A40D1682,BRAIN
DECE8689-EAA9-4372-A640-4F76609EC77D,LUNG
3752431C-C493-4BD2-B6B9-282C28A62F9A,KIDNEY
92CCA4F3-CD7A-4DB2-B878-81795B80B88E,LUNG
18B29573-822C-405F-B793-DBC8924866CE,OVARY
93A66EA0-0C74-4342-8140-72ECB01F99A1,UTERUS
CFB4B8F6-675D-4A70-BCBB-10C87EC514C4,UTERUS
D3B955AA-F27A-483A-9314-75277253EE6F,LUNG
852BFCAC-470A-4AEB-A0EC-B9062230003B,UTERUS
79DB6576-58CC-4872-BD97-E023F3E50FAD,KIDNEY
91E4119C-2CE6-4447-A125-6A4F403A89E6,BONE MARROW
FC37B7C0-FE10-4268-A979-B8CA09B8CD40,UTERUS
67D1EA12-766F-4EB9-AF7E-4545975B076C,BREAST
164E155E-179F-4E64-A85C-2D9C88CBCA82,UTERUS
9A42B1DC-BD21-464D-8F1A-8035B819AF7B,THYROID
92A04345-2DCA-49F5-801F-926B59255925,BRAIN
BA95F2DB-3378-428C-8757-AC61AE6C4FAE,UTERUS
3E88EC60-B4A8-4259-8BC8-A234800F6955,ADRENAL GLAND
55A3AFE4-8F9F-4FAF-92F1-D15A9A562DD8,BREAST
90EFB8FA-018E-4577-ABC8-471FB95300C8,KIDNEY
CE347A3A-2691-4BB6-BB65-074D618E8741,PROSTATE
918CA71C-C91B-4E3B-B554-14078A53E120,LUNG
8B4A5C0E-9F4C-4E4D-B12E-B97666C99707,BRAIN
0F36CDEF-61E7-4627-AAF6-59A7CB2D16BF,BREAST
1492D21A-6458-4B49-B530-7A327FCDD031,OVARY
3B75B209-7F40-4227-BDEF-57D49005DD39,PANCREAS
6923944C-7D5F-4C86-9EEE-070AC00FE369,BREAST
C251F9AE-905C-4D5C-8ED5-35F75407F4D9,THYROID
36CC954C-F90E-41E8-87D3-1AEB51BAB83B,OVARY
3E02B5C5-1842-4151-8628-ACD2790215E4,OVARY
E7BCBD8D-1219-4A99-948A-47A258A5CD8B,OVARY
131A1435-2526-4B73-ABB0-320A589C54EC,SKIN
AFA4FB45-C83D-411B-B8D8-79C736BE56F1,UTERUS
4BB7CD09-ECE2-4774-B82C-949B6558C4D2,KIDNEY
6897281D-8CC6-44ED-929A-0C8C1FC80100,PROSTATE
8BA9928A-5B93-477F-B4A2-D031B714D9AC,ADRENAL GLAND
88B4D5BF-EB50-480F-A3A7-334829B26A2D,THYROID
8953EE84-452A-44FC-8DE1-06FF6173FFCC,LUNG
F6279E41-23ED-470D-B698-8CC8AA9C55DC,KIDNEY
D6988F7F-9D15-466E-9586-018C41098A3F,LIVER
99E25D92-6C07-4691-A604-A3A6899B73CF,PROSTATE
A781FFD8-8A8D-4818-BD90-674295BE64D6,BRAIN
ADA424BE-187F-4C9C-89A0-D68A28D722E4,KIDNEY
DD8F70E2-3827-4603-8971-E420450D919C,SKIN
46B30674-8B28-4823-989B-098F7334ABBC,LUNG
9D13C3E7-17DA-417C-B51D-1A3DF3724D8D,PROSTATE
DAEFD5C2-D01D-4C42-815E-AA20EE51BDE1,STOMACH
2F71AA2B-4CE9-47D8-AA65-02090A0939CD,OVARY
0DCABD31-B3BB-4AAE-BC77-35B324DB4345,TESTIS
F405CD29-4016-415B-9546-02DA179A97AC,BREAST
B8294891-3D12-4EE0-9F75-5D300E6CAD82,LUNG
1489AA56-4CA2-47CD-98E6-94D64A52CADA,KIDNEY
079572F0-9F70-4576-BFE3-5B886942D0A1,STOMACH
7CB71D36-D225-4E70-AEF0-C7103706E4F0,UTERUS
F42786E4-1F5C-44B1-A1AB-8D127F7CBCD0,KIDNEY
195A6DF6-437D-4964-8872-C44F13E2CA4C,LUNG
53018DE1-9557-4181-A0F2-5200013F1CEA,BRAIN
BC922F18-A6A9-4F1C-B3C9-C7628AD04A04,BREAST
21F95DBD-67B5-4D03-9A20-22883C4473A1,UTERUS
015E792C-EC1B-49BF-AB07-D82B20C5989A,ADRENAL GLAND
3442022F-48B1-46D2-9042-8AD2B6227F8C,BRAIN
1FD7EC3D-5CAE-4ED3-923E-7F3CF34A6379,PANCREAS
EE564C1C-E383-4E04-9B0D-1DD97E48EA1C,UTERUS
9970B75F-7AC6-431B-BDBB-120D01582CBE,BRAIN
AC7D114A-DF0E-475B-A9A7-F9E142AB02AB,PROSTATE
66237056-CA9A-4C90-AF0E-1621FEB71578,ADRENAL GLAND
C5B99B79-067A-48F9-95E4-35770562E686,THYROID
5EC64886-2295-497A-BEE8-8AA17D8DADF1,BRAIN
BB2A06D9-AF9B-4BF6-8EEC-8F53BD5536B0,BRAIN
4B6BBFAD-57D4-4023-BF10-A045308016E2,OVARY
5B9D33F5-1B4F-4C06-A73A-CC723C1EF409,BRAIN
C8955D29-D8EE-4F68-AEAC-CE1B838B22BF,BRAIN
D22F5C7C-3BAF-496A-8D3A-FB4D5F853E90,SKIN
DCA625FC-2368-4064-B9A5-4ECA80C6A375,STOMACH
C1EE7F45-C972-4ED8-9173-EAC2D9E2B170,OVARY
DD98C096-7D67-4DA4-A1FF-3387C50E2941,THYROID
5513114D-2503-4D11-ADA4-35BE010510E5,UTERUS
0DE42FC5-00AF-4DA9-BD6A-3E0CF47CA89E,UTERUS
3FECB90E-150A-42F8-926C-CE96471E61CF,LUNG
5F2B9F6E-A2DA-46B5-870B-667885226996,BREAST
6F045385-E67A-49DA-9120-F9C1D51FEF8A,LIVER
5212645F-BE20-4F00-BFE7-6A7E3E2154B0,SKIN
D1B88E26-3B64-4E1A-8E50-22AD100BD9F9,LUNG
28084EFC-2C15-4B9A-BF7F-15AAFFA81BE4,PANCREAS
C5653356-7F4F-4849-BAE2-AAB978A35D76,THYROID
024E382A-6D24-48D0-8568-6297A71462E7,KIDNEY
FD6CCC2F-7F27-45C9-8E8F-745EC9591989,KIDNEY
96AC4AA2-372B-41B4-8120-2C9131BAE566,KIDNEY
8A49A3D0-5284-441E-80F7-F1F7F88BBE75,KIDNEY
0F00E267-C748-4A71-8B36-03C410641D88,ADRENAL GLAND
A69B2568-0BC5-4F08-A2C0-6DD793FDE7A8,THYROID
8F828A42-3E60-40C1-9E7D-428ABEA6C72F,BRAIN
EB3DBE80-00E4-4305-ADB1-707AE3232498,KIDNEY
17E8321E-7265-486E-8EC8-A5EBB547892D,BREAST
F3FD3DEE-DD68-4E91-8C94-4593C582CBA0,BREAST
74B942DC-32B0-4DC2-AAD2-2F0063A277B4,LUNG
F781C72C-3357-4038-AD89-5651FE3A1E20,UTERUS
2CC9FD5E-76C0-4241-8B75-0D8C037B969B,BREAST
417360FD-18DF-463E-B496-FCD49F29CE50,LIVER
4A282DB9-4494-48BB-B5A9-B1424E3C9C71,LUNG
EB2D95BC-62F8-4669-9308-D37D7FB79E23,ADRENAL GLAND
3027792F-79B6-4729-9452-C4A72A7C4686,BRAIN
02F669D8-FB9F-45AF-A999-5886E5C2DAF0,BRAIN
586A6FB8-A894-40D9-8629-63FF59E9D45E,UTERUS
4C2BEF5D-CB79-4D6D-82A8-3BDEA1D1B64C,LUNG
E55DA565-D03C-46BF-A498-0677AFA19D74,BRAIN
10848C09-8257-426B-AAB6-EEDCAB1274B1,BREAST
B0F7E58A-1DDB-4C59-BFCB-1227A29141C4,BREAST
0BA0302E-63B8-469F-B729-899E12AE8809,UTERUS
751526C8-8F03-4468-AC6E-1D904BDD358D,KIDNEY
A59534F6-8637-41FB-A8C2-F8ABAB4E3668,OVARY
94242D26-BEF3-430D-91C2-31C5091AC9EE,PANCREAS
DD2C1231-2724-4F32-8307-9C8C03E3448B,KIDNEY
688EFD86-95DA-4442-87F0-DBF9E6B549FD,UTERUS
75D49AA7-FBAD-4469-98FB-BFBB133553F2,BRAIN
94FC8991-182B-4B00-9A06-A00E8D3BDCFA,ADRENAL GLAND
9B457857-98C1-4308-ADFF-578C27C61C91,THYROID
59B923C7-6D3F-4E81-9B3A-959984983F4B,TESTIS
B38CE2EB-7610-45C6-A83E-BBC16A341F79,BREAST
CF72AF48-13AD-4E0B-9E98-4029498878FB,BREAST
6022CD98-8E70-443E-BEC5-5602F0762CE2,SKIN
8523C305-848B-4825-B3A2-B37D4E6977F6,PROSTATE
0D7A3C83-DF0A-4480-8A77-062E5CDA3869,PANCREAS
D1729A17-148B-4C58-BEB5-7C4349A0E920,BRAIN
C3E23136-7190-4D08-991C-93AFACC48E8D,BREAST
66C79790-288F-4273-9F87-6C21CD256C8E,LUNG
ED0801CF-F2A9-44EE-BD30-706DD0675597,SKIN
84778027-9C8E-4364-9069-70D8B86D6916,BRAIN
A4867173-D9ED-48ED-974D-D33EE9076ECA,TESTIS
D6F6A960-F91F-464E-BEA2-810206AA5EE7,UTERUS
A77A61DF-6CFE-49EB-951E-B9E1D0E889CE,LUNG
81ABDA7B-F416-4DF6-B53C-3DC0249314E9,LIVER
9A5432D3-19EE-47B4-BD88-698DEC75A5E9,BONE MARROW
D91E2FED-FA10-45B7-8DF0-92D23A833025,STOMACH
B201FFE7-95E3-4CFE-AF18-E96A9C2270E4,BREAST
8607F343-5C54-4112-A8C3-EC1F0A48F4F4,BREAST
FD84F081-8464-401B-8D2B-E7CA238ACEA6,THYROID
B683FCAB-9156-4A5F-9105-56178672C4B6,LUNG
3BB9DA47-C930-4607-974D-7D9357A0C13C,LUNG
0F797735-CCCA-4BEA-BB94-C524E7D0A875,BRAIN
5BE4D8E9-DA18-426F-8AE6-075B15010390,UTERUS
627CEEEC-42C0-4104-A134-A6E4A7738BF8,BREAST
2467DEAA-BFA3-40B8-A0C3-0084DC17958C,SKIN
2EFD2723-F627-4CE0-B8DE-6CF68FF8065A,THYROID
8291A898-F097-4009-B0DB-ACB61493263B,SKIN
A5C1A8DA-5F75-4B34-8FEA-FC9E9F43E58B,PANCREAS
B4E02660-562F-4EAC-8472-CBBD8A577688,ADRENAL GLAND
CB7E322D-EE57-4CF7-A9F6-7657059023E7,LUNG
4DC26F02-A83F-4F3A-A5B8-BD798778B022,OVARY
8AA1DA3E-8C00-4653-AA33-EA70531C1E50,BONE MARROW
CF2EC046-7565-4BBA-BE63-1A859EE6FF3A,BREAST
ABA6B365-FA53-4DC7-8047-588A5B021791,LUNG
4109BE2D-B5DF-4BD7-860E-60D87F647152,ESOPHAGUS
2F5073E1-9EDD-46B5-95E3-8314E2A5B620,LUNG
C760EF53-EE23-431E-99B4-E5F3832D27F8,KIDNEY
8121B230-F692-4245-A6D9-8AD10E9BABB6,KIDNEY
1DDD38B4-6B48-4F49-B5AD-B017423E9439,PANCREAS
EB63A0FE-B591-4A4C-B4BD-8BF3790CC88E,OVARY
ED20EB50-9E69-4683-8481-4C479520B190,LUNG
E4541129-C31C-49EE-814D-A0D24833358C,KIDNEY
