,sex
GTEX-S341-1026-SM-4AD71,0
GTEX-ZF2S-2326-SM-4WWCE,0
GTEX-OXRL-0008-SM-3NB29,1
GTEX-X15G-0008-SM-4PR2D,0
GTEX-Z9EW-0826-SM-5HL9T,1
GTEX-R55E-0011-R5A-SM-2TC5N,1
GTEX-ZYWO-0826-SM-5E45W,0
GTEX-145LU-0726-SM-5QGP2,1
GTEX-V955-2626-SM-3NM9F,1
GTEX-14DAQ-2326-SM-5S2QX,0
GTEX-QDT8-0526-SM-32PL5,0
GTEX-T5JC-2326-SM-32PMR,1
K-562-SM-3GIKB,0
GTEX-145LS-0011-R4b-SM-5S2UT,0
K-562-SM-5L3FO,0
GTEX-XMD1-0008-SM-4AT41,1
GTEX-X4EP-0011-R8B-SM-4QASL,0
GTEX-12WSB-0226-SM-5GCOR,0
GTEX-QEG4-0526-SM-48TZD,1
GTEX-ZYFD-0526-SM-5E442,1
GTEX-12WSK-0426-SM-5GCNS,0
GTEX-132QS-0126-SM-5IFH9,1
GTEX-P44G-0011-R5A-SM-2I3FA,1
GTEX-11EQ8-1426-SM-5EGJR,1
GTEX-YEC4-2326-SM-5IFHV,1
GTEX-SNOS-0003-SM-3NMAO,1
GTEX-139D8-0226-SM-5KLZO,0
GTEX-14BMU-2126-SM-5S2TS,0
GTEX-ZZPU-1326-SM-5GZWS,0
GTEX-Y3IK-0126-SM-4WWE9,0
GTEX-12WSF-0011-R6b-SM-5HL8W,1
GTEX-ZE7O-0011-R10a-SM-57WAZ,0
GTEX-131XW-0226-SM-5IJCA,0
GTEX-S4Z8-2026-SM-3K2A9,1
GTEX-ZPU1-1726-SM-4WWFV,1
GTEX-13O3O-0011-R5b-SM-5KM44,0
GTEX-13G51-3126-SM-5IJG7,1
GTEX-13JUV-3026-SM-5K7WX,0
GTEX-13NYB-0011-R8a-SM-5KM4R,1
GTEX-WVJS-2726-SM-4MVNU,1
GTEX-11EQ9-1926-SM-5PNVV,1
GTEX-13S7M-0011-R7a-SM-5O9DK,0
GTEX-S7SE-2526-SM-2XCDL,1
GTEX-NL3G-0008-SM-4E3JX,0
GTEX-12WSH-2926-SM-5GCMR,1
GTEX-ZYVF-2826-SM-5GIDK,0
GTEX-147GR-0005-SM-5NQAO,1
GTEX-WL46-3026-SM-3LK7Z,1
GTEX-T6MN-0011-R9A-SM-32QOZ,1
GTEX-RTLS-0626-SM-2TF6G,0
GTEX-13OVH-2926-SM-5IJFH,1
GTEX-117YW-0226-SM-5N9CM,1
GTEX-QESD-1526-SM-2S1QT,1
GTEX-N7MS-0011-R6a-SM-2HMJ4,1
GTEX-146FQ-1026-SM-5LU8I,1
GTEX-ZY6K-1226-SM-5GZYL,1
GTEX-13O1R-2426-SM-5KLZZ,1
GTEX-POYW-1126-SM-48TCI,1
GTEX-11DXZ-2126-SM-59881,1
GTEX-TMMY-0826-SM-33HB9,0
GTEX-12WSG-0926-SM-5EGIH,0
GTEX-13NZB-0626-SM-5IFH6,1
GTEX-11XUK-0926-SM-5EQL3,0
GTEX-T6MN-1526-SM-4DM5P,1
GTEX-S4Z8-1226-SM-4AD6W,1
GTEX-14E1K-0926-SM-5S2U4,1
GTEX-147JS-1126-SM-5RQIW,1
GTEX-ZDYS-0226-SM-5HL4K,1
GTEX-ZAJG-2926-SM-5HL8P,0
GTEX-X4XX-0926-SM-46MV7,1
GTEX-WFON-0826-SM-4LVMI,1
GTEX-14AS3-0226-SM-5Q5B6,0
GTEX-Y9LG-1326-SM-4VBQB,1
GTEX-WFG8-1626-SM-4LVMB,1
GTEX-13X6I-0011-R5a-SM-5PNWW,1
GTEX-YEC3-1226-SM-5IFI8,1
GTEX-11VI4-1226-SM-5EQMP,0
GTEX-13O3Q-0826-SM-5IFGF,1
GTEX-T5JC-0008-SM-4DM6A,1
GTEX-R55G-1026-SM-48FDI,0
GTEX-144GL-0226-SM-5QGOX,1
GTEX-145LT-1226-SM-5Q5BZ,1
GTEX-WYJK-2526-SM-4ONDF,1
GTEX-1497J-0726-SM-5Q5D1,1
GTEX-145MI-0326-SM-5Q5EV,0
GTEX-139UC-2926-SM-5J1N6,1
GTEX-13OW5-2526-SM-5L3I1,1
GTEX-12696-1226-SM-5FQSM,1
GTEX-WFON-2326-SM-5S2SF,1
GTEX-V1D1-0003-SM-3NMDP,1
GTEX-13QIC-1826-SM-5J1MY,0
GTEX-12WSH-0011-R11a-SM-5LZVM,1
GTEX-X5EB-1826-SM-4E3K8,1
GTEX-ZXES-1526-SM-5NQ95,0
GTEX-OHPN-0011-R11A-SM-2I5FM,0
GTEX-ZQUD-0008-SM-4YCCU,1
GTEX-13G51-2926-SM-5IJDL,1
GTEX-ZF3C-0326-SM-4WWBF,0
GTEX-145MF-0426-SM-5LU9T,1
GTEX-UPK5-0003-SM-3NMDI,1
GTEX-1399T-0011-R11a-SM-5J2O1,1
GTEX-Q2AG-1026-SM-33HBW,0
GTEX-1399U-1426-SM-5J1N8,0
GTEX-WRHU-2926-SM-4MVNQ,0
GTEX-XLM4-0726-SM-4AT64,1
GTEX-14AS3-0006-SM-5NQC2,0
GTEX-WH7G-0926-SM-4LVMJ,1
GTEX-117YX-2226-SM-5EGJJ,1
GTEX-YFC4-0011-R11a-SM-4SOK6,0
GTEX-UPIC-1526-SM-4IHLU,0
GTEX-T5JC-0426-SM-5S2SL,1
GTEX-11P82-0426-SM-5HL5D,1
GTEX-ZT9X-0326-SM-51MTE,1
GTEX-ZE7O-0011-R5a-SM-57WBO,0
GTEX-S7SE-0011-R4A-SM-2XCDB,1
GTEX-WH7G-2126-SM-4M1XU,1
GTEX-WQUQ-1626-SM-4OOSH,1
GTEX-13OVH-3026-SM-5MR4N,1
GTEX-117YW-2726-SM-5GZZT,1
GTEX-12WSM-0008-SM-5S2VD,1
GTEX-13NYC-0826-SM-5N9FP,1
GTEX-11NSD-1026-SM-5N9BE,1
GTEX-13OW7-1126-SM-5K7V6,1
GTEX-12WSL-0226-SM-5CVMJ,1
GTEX-X261-0005-SM-4PQYX,1
GTEX-ZYVF-1626-SM-5N9EH,0
GTEX-11DYG-0826-SM-5N9GH,1
GTEX-ZVZP-0926-SM-5GIDB,1
GTEX-13CF2-1826-SM-5N9GK,1
GTEX-12ZZY-2926-SM-5DUXO,1
GTEX-ZUA1-0011-R8b-SM-51MST,1
GTEX-XV7Q-0826-SM-4BRV7,0
GTEX-ZQUD-0626-SM-51MR2,1
GTEX-1399R-1726-SM-5K7YJ,1
GTEX-RU1J-0326-SM-46MUM,0
GTEX-ZAK1-2926-SM-5HL9S,0
GTEX-Z93S-2626-SM-57WBX,1
GTEX-ZF29-0326-SM-4WKFB,0
GTEX-11ZTS-1026-SM-5LU8O,0
GTEX-132NY-1726-SM-5EGKK,1
GTEX-11ZTT-0002-SM-5S2PA,0
GTEX-ZYFG-2426-SM-5GIE8,0
GTEX-RWS6-1726-SM-47JXP,0
GTEX-S7SE-0011-R8A-SM-2XCDG,1
GTEX-132Q8-0011-R7b-SM-5N9F1,1
GTEX-PW2O-1926-SM-2S1OB,1
GTEX-11LCK-1026-SM-5A5KB,1
GTEX-13G51-0011-R1a-SM-5LZYR,1
GTEX-OOBJ-0326-SM-2I3F8,1
GTEX-11P81-0326-SM-5HL6B,0
GTEX-13W3W-1726-SM-5LU4A,0
GTEX-1399R-0626-SM-5K7UZ,1
GTEX-YEC4-2526-SM-4W1Z2,1
GTEX-QV44-1926-SM-2S1RF,1
GTEX-XBEW-0006-SM-4AT4E,1
GTEX-UTHO-0011-R3A-SM-3GIK8,1
GTEX-11WQC-2826-SM-5GU7A,1
GTEX-VUSG-1126-SM-4KKZQ,1
GTEX-11OF3-1826-SM-5987N,1
GTEX-13OW8-0326-SM-5L3FB,1
GTEX-S4UY-0526-SM-3K2AN,0
GTEX-Q2AH-0326-SM-48U1K,1
GTEX-QEG5-0126-SM-4R1JR,1
GTEX-146FH-1026-SM-5RQIF,0
GTEX-X3Y1-2726-SM-4PQZH,1
GTEX-ZVZQ-0011-R6b-SM-57WAY,0
GTEX-O5YV-0526-SM-2I5GE,0
GTEX-QVJO-2526-SM-4R1KB,0
GTEX-13FHO-2726-SM-5K7VG,1
GTEX-YJ89-3026-SM-5IFJI,1
GTEX-UPIC-1426-SM-4IHLQ,0
GTEX-1128S-2726-SM-5H12C,0
GTEX-XMD1-0011-R11A-SM-4AT5J,1
GTEX-U3ZN-2126-SM-4DXU1,0
GTEX-V955-0426-SM-3GAEL,1
GTEX-S32W-2026-SM-4AD6E,0
GTEX-WK11-2726-SM-3NMAQ,1
GTEX-14753-0326-SM-5QGQB,1
GTEX-11EQ9-0726-SM-5A5K2,1
GTEX-P78B-0526-SM-2I5F7,0
GTEX-X4XX-0011-R1B-SM-3P622,1
GTEX-11DYG-0126-SM-59883,1
GTEX-144GO-0011-R7b-SM-5S2TT,1
GTEX-XUJ4-1726-SM-4BONW,0
GTEX-QDVN-1626-SM-48TZC,1
GTEX-12WSH-0226-SM-5GCOG,1
GTEX-ZQG8-1626-SM-5HL6H,0
GTEX-PX3G-1626-SM-2S1PT,0
GTEX-RN64-0826-SM-2TC62,1
GTEX-ZYVF-2326-SM-5E44Z,0
GTEX-XV7Q-1326-SM-4BRWM,0
GTEX-ZYY3-1226-SM-5EQKM,0
GTEX-145ME-0726-SM-5O9A3,0
GTEX-RTLS-0726-SM-46MV4,0
GTEX-S341-1226-SM-4AD5S,0
GTEX-ZVZO-0126-SM-5A5L9,1
GTEX-13CZV-0011-R7b-SM-5LZXH,1
GTEX-ZF28-1426-SM-5S2OG,1
GTEX-11LCK-0326-SM-5A5M7,1
GTEX-13S7M-0226-SM-5S2UG,0
GTEX-X585-0011-R5A-SM-46MVI,1
GTEX-ZC5H-0626-SM-5LU9K,0
GTEX-13OW6-1126-SM-5L3HL,1
GTEX-11EI6-0426-SM-5EQ43,1
GTEX-SSA3-0005-SM-32QOT,1
GTEX-139YR-0926-SM-5LZYB,1
GTEX-O5YT-0126-SM-48TBW,1
GTEX-WYJK-0126-SM-3NMAB,1
GTEX-RUSQ-0126-SM-47JWV,1
GTEX-13PVR-1726-SM-5Q5EC,0
K-562-SM-2I5EP,0
GTEX-QEG5-0006-SM-2I5FZ,1
GTEX-11P7K-1526-SM-5EGI7,1
GTEX-117YX-2326-SM-5H12W,1
GTEX-13IVO-0126-SM-5J1NG,1
GTEX-139T4-0826-SM-5N9GF,0
GTEX-1211K-0726-SM-5FQUW,0
GTEX-QVUS-0011-R9A-SM-3GIJA,0
GTEX-ZYFD-2926-SM-5GID9,1
GTEX-R55E-2726-SM-48FCX,1
GTEX-13OW6-0626-SM-5L3IB,1
GTEX-WXYG-0005-SM-3NB3M,0
GTEX-1212Z-0726-SM-5EGI5,1
GTEX-13OVJ-0006-SM-5O98T,0
GTEX-QLQ7-1426-SM-4R1JX,1
GTEX-ZAJG-0126-SM-5HL94,0
GTEX-T6MN-0011-R6A-SM-32QP8,1
GTEX-139TS-0011-R7a-SM-5K7X7,1
GTEX-139YR-0426-SM-5IFFV,1
GTEX-UPIC-0826-SM-3GADQ,0
GTEX-VJYA-0226-SM-4KL1Q,1
GTEX-1313W-3126-SM-5LZUI,0
GTEX-ZT9W-1426-SM-4YCD2,1
GTEX-ZVZP-1126-SM-5GICU,1
GTEX-12WSI-2126-SM-5GCMV,1
GTEX-11TUW-2226-SM-5EQL9,1
GTEX-139YR-2526-SM-5IJC6,1
GTEX-RUSQ-0006-SM-2TF6P,1
GTEX-UPIC-1626-SM-4IHKT,0
GTEX-13FTW-2226-SM-5J1OH,1
GTEX-13NZA-0011-R10b-SM-5KM54,1
GTEX-11EQ9-2126-SM-5PNVW,1
GTEX-QESD-0326-SM-47J4F,1
GTEX-WXYG-2326-SM-4E3I6,0
GTEX-OHPL-0326-SM-2HMKS,0
GTEX-13S86-0005-SM-5NQ7I,1
GTEX-RVPU-0011-R3A-SM-2XCAE,1
GTEX-11GSP-1626-SM-5986N,0
GTEX-OHPN-0011-R5A-SM-2I5FF,0
GTEX-VJYA-0126-SM-4KL1P,1
GTEX-UJHI-1326-SM-4IHJO,0
GTEX-WRHU-1126-SM-4E3I1,0
GTEX-14C38-1526-SM-5RQJ7,1
GTEX-1211K-0001-SM-5S2P9,0
GTEX-11DXX-0126-SM-5EGH7,0
GTEX-RUSQ-2126-SM-47JXK,1
GTEX-14E7W-1226-SM-5RQIU,1
GTEX-ZAKK-0326-SM-5EGHA,1
GTEX-11TT1-1826-SM-5EQLV,1
GTEX-OXRL-0326-SM-447BG,1
GTEX-XLM4-0426-SM-5S2T7,1
GTEX-13FTX-1126-SM-5N9EN,0
GTEX-ZF28-0826-SM-4WKGJ,1
GTEX-YF7O-1726-SM-5IFJ9,1
GTEX-13NYB-2426-SM-5IFF4,1
GTEX-X261-0926-SM-3NMCY,1
GTEX-XPVG-2826-SM-4B66J,1
GTEX-13113-0626-SM-5GCP2,0
GTEX-OHPM-0726-SM-3LK7A,1
GTEX-W5WG-1126-SM-4LMK4,0
GTEX-148VJ-1626-SM-5QGPH,1
GTEX-11P81-2526-SM-5GU6H,0
GTEX-VJYA-0005-SM-3P5ZD,1
GTEX-139UW-0005-SM-5NQ8U,1
GTEX-147GR-0011-R9a-SM-5S2UY,1
GTEX-133LE-0926-SM-5P9J1,0
GTEX-NL3H-0011-R2a-SM-2I3GG,1
GTEX-13NYS-0726-SM-5J1OR,1
GTEX-ZDYS-0626-SM-5J2N5,1
GTEX-13OVG-1326-SM-5K7Y3,1
GTEX-S4UY-1026-SM-4AD53,0
GTEX-PLZ6-1626-SM-3NB23,1
GTEX-QXCU-0008-SM-48FCH,1
GTEX-144GM-2226-SM-5O9B5,1
GTEX-12WS9-0011-R3a-SM-5CVNF,0
GTEX-13CZU-0005-SM-5LU8K,1
GTEX-POMQ-2326-SM-5S2VS,0
GTEX-145LS-0011-R5a-SM-5SI65,0
GTEX-11XUK-2426-SM-5GU72,0
GTEX-11DXW-0826-SM-5H118,1
GTEX-11NV4-0011-R7a-SM-57WDH,1
GTEX-1339X-0526-SM-5KLYW,1
GTEX-11P7K-0626-SM-5985Z,1
GTEX-ZTTD-1126-SM-51MRP,1
GTEX-WH7G-1626-SM-4LVMY,1
GTEX-XV7Q-0526-SM-4BRWR,0
GTEX-ZVT2-0126-SM-5GIDQ,0
GTEX-Y9LG-0008-SM-4VBRJ,1
GTEX-X585-0011-R6A-SM-46MVJ,1
GTEX-14753-1726-SM-5NQ9X,1
GTEX-R55E-1326-SM-48FCR,1
GTEX-YBZK-0326-SM-59HLN,0
GTEX-131XH-0006-SM-5O98V,1
GTEX-13D11-2526-SM-5KM28,0
GTEX-131XH-0126-SM-5LZUY,1
GTEX-TSE9-2826-SM-4DXTF,0
GTEX-13OVH-0726-SM-5N9BU,1
GTEX-ZQG8-1926-SM-4YCEO,0
GTEX-WWYW-0826-SM-3NB2X,0
GTEX-XUZC-0426-SM-4BOPE,0
GTEX-139TS-2826-SM-5J1OO,1
GTEX-QV44-0926-SM-2S1RH,1
GTEX-13X6K-0011-R4b-SM-5P9HO,0
GTEX-U8XE-0826-SM-4E3J1,1
GTEX-QDVN-0726-SM-2I3FO,1
GTEX-WY7C-1826-SM-4ONCE,1
GTEX-ZTX8-1726-SM-51MSB,1
GTEX-SNMC-0826-SM-4DM66,1
GTEX-14753-0011-R5a-SM-5S2VW,1
GTEX-ZF2S-0826-SM-4WWBI,0
GTEX-ZTPG-0826-SM-5DUVC,0
GTEX-SIU8-0926-SM-2XCDO,1
GTEX-12WSH-0011-R10a-SM-5LZUS,1
GTEX-11GSO-2326-SM-5A5LX,1
GTEX-131XW-3226-SM-5LZUO,0
GTEX-1399T-1226-SM-5P9J5,1
GTEX-117YX-0526-SM-5EGJH,1
GTEX-VUSG-1026-SM-4KKZN,1
GTEX-XAJ8-0326-SM-47JYI,1
GTEX-QMR6-0011-R2A-SM-32PKV,1
GTEX-13OVL-2726-SM-5J2MP,1
GTEX-113JC-0926-SM-5H114,0
GTEX-13X6J-0011-R8b-SM-5PNUA,1
GTEX-ZTX8-1826-SM-5N9E5,1
GTEX-13111-1126-SM-5GCMZ,1
GTEX-XOT4-0008-SM-4B664,0
GTEX-11PRG-0008-SM-5S2N5,1
GTEX-QEG5-1826-SM-4R1JP,1
GTEX-1339X-1126-SM-5J2OI,1
GTEX-1212Z-0826-SM-5EQ51,1
GTEX-R53T-1526-SM-48FEK,0
GTEX-N7MS-2326-SM-2HMLD,1
GTEX-11ZTT-0926-SM-5EQMS,0
GTEX-S7SF-1826-SM-3K2AD,0
GTEX-WEY5-0826-SM-4LMIH,0
GTEX-11DXY-3026-SM-5N9CB,1
GTEX-SJXC-0726-SM-2XCFJ,1
GTEX-145MG-1526-SM-5Q5EM,1
GTEX-14BIM-2726-SM-5Q5EG,0
GTEX-XOT4-0526-SM-4B66O,0
GTEX-13JUV-0011-R9a-SM-5LZX3,0
GTEX-WL46-0011-R6A-SM-3LK6X,1
GTEX-S7PM-0011-R6A-SM-3NM8F,1
GTEX-N7MS-0011-R10A-SM-2HMJK,1
GTEX-13OW6-0011-R1a-SM-5L3HQ,1
GTEX-QLQW-1426-SM-2S1QU,1
GTEX-X261-3126-SM-4PQZC,1
GTEX-R55C-0326-SM-3GAF1,1
GTEX-XOTO-0011-R7B-SM-4B64R,1
GTEX-R55F-0011-R5A-SM-2TF5L,1
GTEX-YEC4-1126-SM-5CVLW,1
GTEX-145LS-1826-SM-5LUAZ,0
GTEX-11ILO-0126-SM-5A5LN,0
GTEX-131YS-2226-SM-5P9G8,0
GTEX-ZVT3-2626-SM-5GU5L,0
GTEX-X5EB-0926-SM-46MVT,1
GTEX-WYVS-0526-SM-3NM9W,0
GTEX-1399U-2426-SM-5K7XB,0
GTEX-ZAB4-0011-R8b-SM-4SOKF,1
GTEX-11DXW-0526-SM-5H127,1
GTEX-ZQG8-0001-SM-4YCDH,0
GTEX-14A6H-1326-SM-5NQBC,1
GTEX-XUW1-0626-SM-4BOP4,0
GTEX-11ZVC-0426-SM-5CVLD,0
GTEX-13NYB-2526-SM-5K7Z6,1
GTEX-ZPIC-2026-SM-57WG3,0
GTEX-T6MN-0005-SM-32PLJ,1
GTEX-ZTSS-0226-SM-59877,1
GTEX-13O3Q-0626-SM-5IJG1,1
GTEX-QV31-0726-SM-3GAEG,1
GTEX-RNOR-0005-SM-2TF4Z,0
GTEX-ZPU1-0004-SM-4WWAV,1
GTEX-QCQG-1726-SM-3GIJ9,0
GTEX-11ZVC-2626-SM-5FQTA,0
GTEX-Y8E4-0826-SM-4VBRS,1
GTEX-13CF2-0011-R7b-SM-5K7UV,1
GTEX-ZXG5-0011-R6a-SM-57WBZ,1
GTEX-T5JC-0011-R4A-SM-32PLT,1
GTEX-14AS3-2226-SM-5S2OX,0
GTEX-139UW-0126-SM-5KM1B,1
GTEX-111FC-2526-SM-5GZXU,1
GTEX-13RTJ-0011-R7b-SM-5P9JS,1
GTEX-13G51-0011-R10b-SM-5LZYF,1
GTEX-139UW-0011-R9b-SM-5LZYT,1
GTEX-WHSB-0426-SM-4M1XI,1
GTEX-145MH-2926-SM-5Q5D2,1
GTEX-11NV4-0626-SM-5N9BR,1
GTEX-13NZB-2426-SM-5K7UF,1
GTEX-14E7W-1926-SM-5S2R9,1
GTEX-WWYW-1126-SM-3NB2Q,0
GTEX-QDT8-1026-SM-43V6X,0
GTEX-139TT-0426-SM-5IJFA,1
GTEX-13FLW-0011-R10b-SM-5LZZF,1
GTEX-X88G-0008-SM-47JWN,1
GTEX-Y5LM-2126-SM-4VDSY,0
GTEX-131YS-1726-SM-5HL7G,0
GTEX-ZPIC-0826-SM-4WWFJ,0
GTEX-11TT1-0526-SM-5P9JO,1
GTEX-14BMU-0926-SM-5S2QB,0
GTEX-13D11-0726-SM-5LZZB,0
GTEX-WVLH-1426-SM-4MVNX,1
GTEX-NL3H-0011-R3a-SM-2I3GL,1
GTEX-145MF-2626-SM-5O98S,1
GTEX-145LU-1326-SM-5LU9N,1
GTEX-11ZU8-1526-SM-5EGHX,1
GTEX-117YW-1826-SM-5PNY5,1
GTEX-13S86-0726-SM-5Q5DH,1
GTEX-WQUQ-2626-SM-4MVNP,1
GTEX-12C56-1326-SM-5FQSV,1
GTEX-YECK-0626-SM-4W1ZE,1
GTEX-ZAB4-0126-SM-5CVMG,1
GTEX-UTHO-0011-R6A-SM-3GIJW,1
GTEX-Y3IK-2526-SM-4WWDM,0
GTEX-13OW7-0426-SM-5K7VK,1
GTEX-PX3G-1026-SM-48TZW,0
GTEX-ZPIC-2626-SM-57WE2,0
GTEX-XBED-0006-SM-47JXO,1
GTEX-13OW8-1226-SM-5K7XD,1
GTEX-OXRK-0006-SM-2HML1,0
GTEX-14BIL-2926-SM-5SIAF,1
GTEX-OHPM-0326-SM-33HCA,1
GTEX-13CZV-0011-R5a-SM-5K7XA,1
GTEX-13RTJ-1126-SM-5S2UJ,1
GTEX-13OW6-0005-SM-5NQ9Z,1
GTEX-13FHO-0826-SM-5L3E8,1
GTEX-QCQG-2026-SM-2S1PH,0
GTEX-13O61-2026-SM-5J2M6,1
GTEX-S4Z8-0526-SM-4AD4T,1
GTEX-RWSA-0126-SM-2XCBB,1
GTEX-11ZTT-2126-SM-5CVLO,0
GTEX-OHPM-0426-SM-3TW8V,1
GTEX-1313W-0011-R1b-SM-5EQ4A,0
GTEX-12ZZW-3026-SM-5LZW7,1
GTEX-147JS-0006-SM-5NQ7K,1
GTEX-1399S-1726-SM-5L3DI,0
GTEX-ZF2S-1526-SM-5S2OO,0
GTEX-11P7K-0826-SM-5BC5F,1
GTEX-N7MT-1026-SM-3TW8T,0
GTEX-12WSG-0326-SM-5FQU3,0
GTEX-13RTL-0011-R9a-SM-5Q5BR,1
GTEX-OXRN-0226-SM-2I5EJ,1
GTEX-X261-3226-SM-3NMC3,1
GTEX-X5EB-1926-SM-4E3IW,1
GTEX-U4B1-1426-SM-4DXTX,1
GTEX-111CU-1026-SM-5EGIL,1
GTEX-X3Y1-0326-SM-4PQZ7,1
GTEX-VUSG-0326-SM-3GIJ7,1
GTEX-Y8DK-0426-SM-4TT3Q,1
GTEX-ZP4G-2126-SM-57WEA,0
GTEX-S32W-1426-SM-4AD66,0
GTEX-13PDP-1026-SM-5L3FA,1
GTEX-14BMV-0326-SM-5RQHW,1
GTEX-ZYW4-2126-SM-59HJ9,1
GTEX-QLQW-0326-SM-447A8,1
GTEX-RU1J-0006-SM-2TF6M,0
GTEX-146FH-0926-SM-5SI96,0
GTEX-ZVP2-0005-SM-51MRK,1
GTEX-139T8-0126-SM-5K7XZ,1
GTEX-ZVE2-1326-SM-5NQ94,1
GTEX-13VXU-0526-SM-5K7V1,1
GTEX-11ZUS-0006-SM-5O9AJ,1
GTEX-WH7G-1926-SM-4LVMM,1
GTEX-ZPU1-2126-SM-57WED,1
GTEX-1445S-3026-SM-5O9BR,1
GTEX-Y114-1726-SM-4TT7U,0
GTEX-11DXX-0726-SM-5H12X,0
GTEX-QEG5-0826-SM-2I5GF,1
GTEX-145MI-0626-SM-5SI8S,0
GTEX-11NSD-0526-SM-5A5LT,1
GTEX-YFC4-1026-SM-5RQJM,0
GTEX-13N1W-0826-SM-5MR5J,1
GTEX-13VXT-1726-SM-5IFF5,0
GTEX-12WSA-0005-SM-5O9BM,1
GTEX-11TTK-0226-SM-5N9EC,0
GTEX-13N1W-0011-R10b-SM-5MR4H,1
GTEX-14BIM-2226-SM-5SI8Y,0
GTEX-XYKS-0926-SM-4BRVG,0
GTEX-11DXX-2126-SM-5PNYR,0
GTEX-QLQW-1526-SM-2S1QV,1
GTEX-UJMC-1126-SM-3GADP,1
GTEX-12BJ1-1726-SM-5HL9B,1
GTEX-13N11-0626-SM-5J1OL,0
GTEX-Y8LW-2126-SM-4VBRX,0
GTEX-ZVP2-0526-SM-51MSC,1
GTEX-131YS-1126-SM-5N9FQ,0
GTEX-Q2AG-1326-SM-43V8K,0
GTEX-13D11-2426-SM-5KM1V,0
GTEX-Y111-1626-SM-57WCY,1
K-562-SM-5K7TT,0
GTEX-145MN-1726-SM-5SIA6,1
GTEX-O5YT-0226-SM-32PK5,1
GTEX-QEL4-0326-SM-3GAE5,1
GTEX-U8T8-0008-SM-4DXSP,1
GTEX-NL4W-0011-R6a-SM-2I3GA,1
GTEX-13FXS-0226-SM-5IJCK,1
GTEX-PWCY-0005-SM-33HBP,0
GTEX-OXRP-0126-SM-48TDI,0
GTEX-PWOO-1726-SM-48TDC,0
GTEX-ZE7O-0326-SM-51MTH,0
GTEX-1313W-0011-R5b-SM-5L3EP,0
GTEX-X4EP-2926-SM-3P5YQ,0
GTEX-1128S-2426-SM-5H11B,0
GTEX-ZAJG-0926-SM-5Q5AB,0
GTEX-11LCK-1126-SM-5A5KC,1
GTEX-W5WG-1026-SM-4LMIF,0
GTEX-ZT9W-2126-SM-51MSF,1
GTEX-111FC-0826-SM-5GZWO,1
GTEX-ZT9X-0004-SM-4YCDT,1
GTEX-ZLWG-2526-SM-57WDS,0
GTEX-S95S-0005-SM-2XCEC,1
GTEX-ZYWO-2326-SM-5GZY4,0
GTEX-12WSL-1126-SM-5CVNK,1
GTEX-12BJ1-0526-SM-5FQUD,1
GTEX-12126-0006-SM-5O9B8,1
GTEX-WFON-0326-SM-3GIKX,1
GTEX-13QBU-2426-SM-5LU4L,0
GTEX-13X6H-0526-SM-5LU4Q,0
GTEX-O5YU-0008-SM-4E3I7,1
GTEX-13PLJ-0011-R9b-SM-5O9DV,0
GTEX-12ZZY-0011-R5a-SM-5EGL9,1
GTEX-ZDYS-1026-SM-4WKHC,1
GTEX-13JUV-2026-SM-5K7UA,0
GTEX-1314G-1326-SM-5BC6E,1
GTEX-PLZ5-2026-SM-2S1O4,1
GTEX-T6MO-1526-SM-4DM57,0
GTEX-1313W-1026-SM-5EQ5I,0
GTEX-148VJ-0011-R9b-SM-5SI77,1
GTEX-ZV6S-0826-SM-5NQ6Z,0
GTEX-139D8-2326-SM-5IFGE,0
GTEX-R55E-0826-SM-2TC5M,1
GTEX-11ZUS-0726-SM-59886,1
GTEX-11EM3-0126-SM-5985K,0
GTEX-12WSD-2726-SM-59HLR,0
GTEX-WFJO-0326-SM-3GIL3,1
K-562-SM-32PMP,0
GTEX-N7MS-2425-SM-26GMD,1
K-562-SM-5LZWR,0
GTEX-12WSE-0926-SM-5S2VX,1
GTEX-U8XE-1026-SM-4E3HM,1
GTEX-Q734-0526-SM-2I3EH,0
GTEX-13O1R-0826-SM-5J2MB,1
GTEX-ZDXO-1926-SM-5E45Q,1
GTEX-13FHO-0011-R3b-SM-5K7YA,1
GTEX-S4Q7-1326-SM-4AD74,1
GTEX-YFCO-1726-SM-4W21S,1
GTEX-XYKS-0226-SM-4BRW3,0
GTEX-13X6I-0011-R10a-SM-5PNWI,1
GTEX-12WSN-2326-SM-5DUVG,1
GTEX-RWS6-0726-SM-47JXI,0
GTEX-117YW-1426-SM-5EGGO,1
GTEX-11PRG-0626-SM-5BC56,1
GTEX-145MN-1526-SM-5SI9T,1
GTEX-PVOW-2726-SM-48TCA,1
GTEX-TMMY-1326-SM-4DXU9,0
GTEX-13O1R-1226-SM-5J1NU,1
GTEX-14BMV-0526-SM-5S2NE,1
GTEX-12ZZX-0626-SM-5EQ46,0
GTEX-WYVS-1926-SM-4PQZ2,0
GTEX-14ABY-0011-R11a-SM-5SI7C,1
GTEX-U4B1-0626-SM-3DB8L,1
GTEX-139UC-0011-R4a-SM-5K7XM,1
GTEX-S4Q7-0626-SM-4AD5M,1
GTEX-PW2O-1426-SM-48TCD,1
GTEX-12ZZZ-1226-SM-59HK1,1
GTEX-QEG4-0726-SM-4R1JL,1
GTEX-XQ8I-0726-SM-4BOPU,1
GTEX-UTHO-3026-SM-3GAFB,1
